delivery_id,innings_id,match_id,over_number,ball_number,phase,batter_id,non_striker_id,bowler_id,batter_name,bowler_name,bowler_type,batter_position,runs_scored,extras_runs,total_runs,is_wide,is_noball,is_bye,is_legbye,is_four,is_six,is_dot,is_wicket,wicket_type,fielder_name,batting_team,bowling_team,match_date,tournament_name,format,gender,age_group,season
15196,135,68,2,4,powerplay,175,180,164,Pooja Deshmukh,Shraddha Verma,off-spin,2,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15197,135,68,2,5,powerplay,175,180,164,Pooja Deshmukh,Shraddha Verma,off-spin,2,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15198,135,68,2,6,powerplay,180,175,164,Swati Joshi,Shraddha Verma,off-spin,2,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15199,135,68,2,7,powerplay,180,175,164,Swati Joshi,Shraddha Verma,off-spin,2,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15200,135,68,3,1,powerplay,175,180,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,2,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15201,135,68,3,2,powerplay,180,175,165,Swati Joshi,Pooja Jadhav,right-arm pace,2,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15202,135,68,3,3,powerplay,175,180,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,2,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15203,135,68,3,4,powerplay,175,180,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,2,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15204,135,68,3,5,powerplay,175,180,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,2,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15205,135,68,3,6,powerplay,180,175,165,Swati Joshi,Pooja Jadhav,right-arm pace,2,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15206,135,68,4,1,powerplay,180,175,185,Swati Joshi,Sneha Dhote,left-arm pace,2,2,0,2,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15207,135,68,4,2,powerplay,180,175,185,Swati Joshi,Sneha Dhote,left-arm pace,2,0,0,0,False,False,False,False,False,False,False,True,caught,Tanvi Shende,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15208,135,68,4,3,powerplay,182,175,185,Gauri Ingle,Sneha Dhote,left-arm pace,3,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15209,135,68,4,4,powerplay,182,175,185,Gauri Ingle,Sneha Dhote,left-arm pace,3,0,0,0,False,False,False,False,False,False,False,True,bowled,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15210,135,68,4,5,powerplay,167,175,185,Sneha Nair,Sneha Dhote,left-arm pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15211,135,68,4,6,powerplay,167,175,185,Sneha Nair,Sneha Dhote,left-arm pace,4,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15212,135,68,5,1,powerplay,175,167,183,Pooja Deshmukh,Rasika Raut,off-spin,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15213,135,68,5,2,powerplay,175,167,183,Pooja Deshmukh,Rasika Raut,off-spin,4,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15214,135,68,5,3,powerplay,167,175,183,Sneha Nair,Rasika Raut,off-spin,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15215,135,68,5,4,powerplay,167,175,183,Sneha Nair,Rasika Raut,off-spin,4,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15216,135,68,5,5,powerplay,175,167,183,Pooja Deshmukh,Rasika Raut,off-spin,4,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15217,135,68,5,6,powerplay,175,167,183,Pooja Deshmukh,Rasika Raut,off-spin,4,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15218,135,68,6,1,powerplay,175,167,170,Pooja Deshmukh,Priya Nagpure,off-spin,4,2,0,2,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15219,135,68,6,2,powerplay,175,167,170,Pooja Deshmukh,Priya Nagpure,off-spin,4,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15220,135,68,6,3,powerplay,167,175,170,Sneha Nair,Priya Nagpure,off-spin,4,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15221,135,68,6,4,powerplay,167,175,170,Sneha Nair,Priya Nagpure,off-spin,4,2,0,2,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15222,135,68,6,5,powerplay,167,175,170,Sneha Nair,Priya Nagpure,off-spin,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15223,135,68,6,6,powerplay,167,175,170,Sneha Nair,Priya Nagpure,off-spin,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15224,135,68,7,1,powerplay,175,167,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,4,0,1,1,True,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15225,135,68,7,2,powerplay,175,167,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,4,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15226,135,68,7,3,powerplay,175,167,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15227,135,68,7,4,powerplay,167,175,177,Sneha Nair,Tanvi Shende,right-arm medium pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15228,135,68,7,5,powerplay,167,175,177,Sneha Nair,Tanvi Shende,right-arm medium pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15229,135,68,7,6,powerplay,175,167,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15230,135,68,7,7,powerplay,175,167,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,4,2,0,2,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15231,135,68,8,1,powerplay,167,175,185,Sneha Nair,Sneha Dhote,left-arm pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15232,135,68,8,2,powerplay,167,175,185,Sneha Nair,Sneha Dhote,left-arm pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15233,135,68,8,3,powerplay,167,175,185,Sneha Nair,Sneha Dhote,left-arm pace,4,0,0,0,False,False,False,False,False,False,False,True,caught,Rasika Raut,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15234,135,68,8,4,powerplay,161,175,185,Sonali Deshmukh,Sneha Dhote,left-arm pace,5,0,1,1,True,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15235,135,68,8,5,powerplay,161,175,185,Sonali Deshmukh,Sneha Dhote,left-arm pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15236,135,68,8,6,powerplay,161,175,185,Sonali Deshmukh,Sneha Dhote,left-arm pace,5,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15237,135,68,8,7,powerplay,161,175,185,Sonali Deshmukh,Sneha Dhote,left-arm pace,5,0,1,1,True,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15238,135,68,8,8,powerplay,161,175,185,Sonali Deshmukh,Sneha Dhote,left-arm pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15239,135,68,9,1,powerplay,175,161,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15240,135,68,9,2,powerplay,175,161,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,5,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15241,135,68,9,3,powerplay,175,161,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15242,135,68,9,4,powerplay,161,175,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,5,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15243,135,68,9,5,powerplay,161,175,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15244,135,68,9,6,powerplay,175,161,165,Pooja Deshmukh,Pooja Jadhav,right-arm pace,5,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15245,135,68,10,1,middle,161,175,173,Sonali Deshmukh,Anushka Gawai,right-arm medium pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15246,135,68,10,2,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15247,135,68,10,3,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15248,135,68,10,4,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,2,0,2,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15249,135,68,10,5,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15250,135,68,10,6,middle,161,175,173,Sonali Deshmukh,Anushka Gawai,right-arm medium pace,5,1,1,2,False,True,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15251,135,68,10,7,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15252,135,68,11,1,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,0,1,1,True,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15253,135,68,11,2,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15254,135,68,11,3,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15255,135,68,11,4,middle,161,175,173,Sonali Deshmukh,Anushka Gawai,right-arm medium pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15256,135,68,11,5,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15257,135,68,11,6,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15258,135,68,11,7,middle,175,161,173,Pooja Deshmukh,Anushka Gawai,right-arm medium pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15259,135,68,12,1,middle,161,175,183,Sonali Deshmukh,Rasika Raut,off-spin,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15260,135,68,12,2,middle,175,161,183,Pooja Deshmukh,Rasika Raut,off-spin,5,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15261,135,68,12,3,middle,175,161,183,Pooja Deshmukh,Rasika Raut,off-spin,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15262,135,68,12,4,middle,175,161,183,Pooja Deshmukh,Rasika Raut,off-spin,5,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15263,135,68,12,5,middle,175,161,183,Pooja Deshmukh,Rasika Raut,off-spin,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15264,135,68,12,6,middle,175,161,183,Pooja Deshmukh,Rasika Raut,off-spin,5,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15265,135,68,13,1,middle,161,175,163,Sonali Deshmukh,Rutuja Bawne,left-arm pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15266,135,68,13,2,middle,161,175,163,Sonali Deshmukh,Rutuja Bawne,left-arm pace,5,2,0,2,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15267,135,68,13,3,middle,161,175,163,Sonali Deshmukh,Rutuja Bawne,left-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15268,135,68,13,4,middle,175,161,163,Pooja Deshmukh,Rutuja Bawne,left-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15269,135,68,13,5,middle,161,175,163,Sonali Deshmukh,Rutuja Bawne,left-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15270,135,68,13,6,middle,175,161,163,Pooja Deshmukh,Rutuja Bawne,left-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15271,135,68,14,1,middle,175,161,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15272,135,68,14,2,middle,175,161,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,5,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15273,135,68,14,3,middle,175,161,177,Pooja Deshmukh,Tanvi Shende,right-arm medium pace,5,0,0,0,False,False,False,False,False,False,False,True,lbw,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15274,135,68,14,4,middle,179,161,177,Rasika Kulkarni,Tanvi Shende,right-arm medium pace,6,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15275,135,68,14,5,middle,161,179,177,Sonali Deshmukh,Tanvi Shende,right-arm medium pace,6,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15276,135,68,14,6,middle,161,179,177,Sonali Deshmukh,Tanvi Shende,right-arm medium pace,6,2,0,2,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15277,135,68,15,1,middle,179,161,170,Rasika Kulkarni,Priya Nagpure,off-spin,6,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15278,135,68,15,2,middle,179,161,170,Rasika Kulkarni,Priya Nagpure,off-spin,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15279,135,68,15,3,middle,179,161,170,Rasika Kulkarni,Priya Nagpure,off-spin,6,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15280,135,68,15,4,middle,179,161,170,Rasika Kulkarni,Priya Nagpure,off-spin,6,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15281,135,68,15,5,middle,179,161,170,Rasika Kulkarni,Priya Nagpure,off-spin,6,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15282,135,68,15,6,middle,161,179,170,Sonali Deshmukh,Priya Nagpure,off-spin,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15283,135,68,16,1,middle,179,161,183,Rasika Kulkarni,Rasika Raut,off-spin,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15284,135,68,16,2,middle,179,161,183,Rasika Kulkarni,Rasika Raut,off-spin,6,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15285,135,68,16,3,middle,179,161,183,Rasika Kulkarni,Rasika Raut,off-spin,6,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15286,135,68,16,4,middle,161,179,183,Sonali Deshmukh,Rasika Raut,off-spin,6,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15287,135,68,16,5,middle,161,179,183,Sonali Deshmukh,Rasika Raut,off-spin,6,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15288,135,68,16,6,middle,179,161,183,Rasika Kulkarni,Rasika Raut,off-spin,6,0,1,1,True,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15289,135,68,16,7,middle,179,161,183,Rasika Kulkarni,Rasika Raut,off-spin,6,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15290,135,68,17,1,middle,179,161,164,Rasika Kulkarni,Shraddha Verma,off-spin,6,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15291,135,68,17,2,middle,161,179,164,Sonali Deshmukh,Shraddha Verma,off-spin,6,6,0,6,False,False,False,False,False,True,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15292,135,68,17,3,middle,161,179,164,Sonali Deshmukh,Shraddha Verma,off-spin,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15293,135,68,17,4,middle,161,179,164,Sonali Deshmukh,Shraddha Verma,off-spin,6,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15294,135,68,17,5,middle,179,161,164,Rasika Kulkarni,Shraddha Verma,off-spin,6,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15295,135,68,17,6,middle,179,161,164,Rasika Kulkarni,Shraddha Verma,off-spin,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15296,135,68,18,1,middle,161,179,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,6,0,1,1,True,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15297,135,68,18,2,middle,161,179,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15298,135,68,18,3,middle,161,179,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,6,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15299,135,68,18,4,middle,161,179,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,6,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15300,135,68,18,5,middle,161,179,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15301,135,68,18,6,middle,161,179,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15302,135,68,18,7,middle,161,179,165,Sonali Deshmukh,Pooja Jadhav,right-arm pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15303,135,68,19,1,middle,179,161,184,Rasika Kulkarni,Pallavi Kulkarni,right-arm pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15304,135,68,19,2,middle,179,161,184,Rasika Kulkarni,Pallavi Kulkarni,right-arm pace,6,0,0,0,False,False,False,False,False,False,False,True,caught,Pooja Jadhav,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15305,135,68,19,3,middle,168,161,184,Tanvi Bawne,Pallavi Kulkarni,right-arm pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15306,135,68,19,4,middle,168,161,184,Tanvi Bawne,Pallavi Kulkarni,right-arm pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15307,135,68,19,5,middle,168,161,184,Tanvi Bawne,Pallavi Kulkarni,right-arm pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15308,135,68,19,6,middle,168,161,184,Tanvi Bawne,Pallavi Kulkarni,right-arm pace,7,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15309,135,68,20,1,middle,168,161,170,Tanvi Bawne,Priya Nagpure,off-spin,7,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15310,135,68,20,2,middle,161,168,170,Sonali Deshmukh,Priya Nagpure,off-spin,7,4,0,4,False,False,False,False,True,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
15311,135,68,20,3,middle,161,168,170,Sonali Deshmukh,Priya Nagpure,off-spin,7,1,0,1,False,False,False,False,False,False,False,False,,,Wardha XI,Amravati XI,2024-10-26,Women One Day Trophy,ODI,female,senior,2024-25
